Source,Target,Edge_Label
ActaData,ActaWHSE,Warehouse Order
ActaDist,ActaAcctDM,Allocation
ActaDist,ActaAcctDM,Authorization Overide
ActaDist,ActaAcctDM,Item Master
ActaDist,ActaAcctDM,Sales
ActaDist,ActaAcctDM,Sales Plans
ActaDist,ActaAcctDM,Warehoust Dist
ActaDist,ActaAcctDM,Web-Log
ActaDist,ActaBenefits,Authorization
ActaDist,ActaBenefits,Authorization Data
ActaDist,ActaBenefits,Basket
ActaDist,ActaBenefits,Promotion
ActaDist,ActaBenefits,Site
ActaDist,ActaBenefits,Web-Log
ActaDist,ActaBilling,Location
ActaDist,ActaComp,Authorization Overide
ActaDist,ActaComp,Coupon
ActaDist,ActaComp,Item Master
ActaDist,ActaComp,Location
ActaDist,ActaComp,Product
ActaDist,ActaCoupons,DeliveryTruck
ActaDist,ActaCoupons,Employee
ActaDist,ActaCoupons,Product
ActaDist,ActaCoupons,Whse-Case
ActaDist,ActaCS,Scanner
ActaDist,ActaData,Consumer
ActaDist,ActaData,Pack
ActaDist,ActaEDW,Sales Plans
ActaDist,ActaEDW,Site
ActaDist,ActaFresh,Revenue
ActaDist,ActaFuel,BOL
ActaDist,ActaFuel,DeliveryTruck
ActaDist,ActaFuel,OTS Billing
ActaDist,ActaFuel,Purchase
ActaDist,ActaFuel,Scanner
ActaDist,ActaHR,Authorization Overide
ActaDist,ActaHR,Marketing Plans
ActaDist,ActaHR,Order
ActaDist,ActaHR,Unit
ActaDist,ActaKronos,Employee
ActaDist,ActaKronos,Pack
ActaDist,ActaKronos,Store Deliveries
ActaDist,ActaKronos,Vendor
ActaDist,ActaLink,Employee
ActaDist,ActaLink,Promotion
ActaDist,ActaMfg,Authorization Overide
ActaDist,ActaMfg,Product Case
ActaDist,ActaMfg,Warehouse Order
ActaDist,ActaMfg,Warehouse Shipping
ActaDist,ActaMktng,Coupon
ActaDist,ActaMktng,Site
ActaDist,ActaMobile,Authorization Overide
ActaDist,ActaMobile,DeliveryTruck
ActaDist,ActaODS,DeliveryTruck
ActaDist,ActaODS,Division
ActaDist,ActaODS,Unit
ActaDist,ActaPay,Authorization Data
ActaDist,ActaPay,Authorization Overide
ActaDist,ActaPay,Contract
ActaDist,ActaPay,Offer
ActaDist,ActaPay,Sales
ActaDist,ActaPay,Vendor
ActaDist,ActaPay,Warehouse Delivery
ActaDist,ActaPharm,Price Change
ActaDist,ActaPharm,Warehouse Delivery
ActaDist,ActaPlan,Authorization Data
ActaDist,ActaPlan,Department
ActaDist,ActaPlan,OTS
ActaDist,ActaPointMain,Coupon
ActaDist,ActaPointMain,Warehoust Dist
ActaDist,ActaPointStore,Price Data
ActaDist,ActaPointStore,Vendor
ActaDist,ActaPointStore,Warehouse Delivery
ActaDist,ActaProdID,Case
ActaDist,ActaPromise,Cost
ActaDist,ActaPromise,Item Detail
ActaDist,ActaReport,Authorization Data
ActaDist,ActaReport,Ingredient
ActaDist,ActaReport,Sales Plans
ActaDist,ActaReport,Site
ActaDist,ActaSched,OTS
ActaDist,ActaSched,OTS Item
ActaDist,ActaSched,Product
ActaDist,ActaSched,Store Inventory
ActaDist,ActaStore,Item Hierarchy
ActaDist,ActaStore,OTS Cost
ActaDist,ActaStore,Product Case
ActaDist,ActaStore,Revenue
ActaDist,ActaStoreLoc,Product
ActaDist,ActaStoreLoc,Sales Plans
ActaDist,ActaWeb,Coupon
ActaDist,ActaWeb,Ingredient
ActaDist,ActaWeb,OTS Cost
ActaDist,ActaWeb,Store Catalog
ActaDist,ActaWeb,Timesheet
ActaDist,ActaWeb,Warehouse Delivery
ActaDist,ActaWHSE,Campaign
ActaDist,ActaWHSE,OTS
ActaDist,ActaWHSE,Pack
ActaDist,ActaWHSE,Price History
ActaDist,ActaWHSE,Sales Plans
ActaDist,ActaWHSE,Store Deliveries
ActaDist,ActaWHSE,Vendor
ActaDist,ActaWHSE,Warehouse Order
ActaDist,ActaWHSE,Warehoust Dist
ActaEDW,ActaBenefits,Item Hierarchy
ActaEDW,ActaBenefits,Location
ActaEDW,ActaBilling,BOL
ActaEDW,ActaBilling,Order
ActaEDW,ActaBilling,Sales Plans
ActaEDW,ActaBilling,Web-Log
ActaEDW,ActaComp,BOL
ActaEDW,ActaComp,Item Hierarchy
ActaEDW,ActaCoupons,Contract
ActaEDW,ActaCoupons,Cost
ActaEDW,ActaCoupons,Price Change
ActaEDW,ActaCS,Location
ActaEDW,ActaCS,Purchase
ActaEDW,ActaCS,Unit
ActaEDW,ActaData,Coupon
ActaEDW,ActaData,Sales Plans
ActaEDW,ActaData,Unit
ActaEDW,ActaDist,Authorization Overide
ActaEDW,ActaDist,Web-Log
ActaEDW,ActaDist,Whse-Case
ActaEDW,ActaFin,Pack
ActaEDW,ActaFlour,Basket
ActaEDW,ActaFlour,Marketing Plans
ActaEDW,ActaFlour,OTS Order
ActaEDW,ActaFlour,Promotion
ActaEDW,ActaFlour,Purchase
ActaEDW,ActaFresh,Cost
ActaEDW,ActaFresh,Offer
ActaEDW,ActaFresh,Warehouse Shipping
ActaEDW,ActaFuel,Authorization
ActaEDW,ActaFuel,OTS
ActaEDW,ActaHR,Product Case
ActaEDW,ActaHR,Revenue
ActaEDW,ActaHR,Scanner
ActaEDW,ActaHR,Store Inventory
ActaEDW,ActaHR,Timesheet
ActaEDW,ActaHR,Vendor
ActaEDW,ActaKronos,Cost
ActaEDW,ActaKronos,Warehoust Dist
ActaEDW,ActaMfg,OTS Cost
ActaEDW,ActaMfg,OTS Order
ActaEDW,ActaMktng,OTS
ActaEDW,ActaMktng,Unit
ActaEDW,ActaMobile,Campaign
ActaEDW,ActaMobile,Consumer
ActaEDW,ActaMobile,Employee
ActaEDW,ActaMobile,Order
ActaEDW,ActaMobile,Vendor
ActaEDW,ActaODS,BOL
ActaEDW,ActaODS,Cost
ActaEDW,ActaODS,Price History
ActaEDW,ActaODS,Warehouse Shipping
ActaEDW,ActaPay,Case
ActaEDW,ActaPay,DeliveryTruck
ActaEDW,ActaPay,Offer
ActaEDW,ActaPay,OrderDetail
ActaEDW,ActaPay,OTS Item
ActaEDW,ActaPay,Web-Log
ActaEDW,ActaPharm,Authorization
ActaEDW,ActaPharm,OTS Order
ActaEDW,ActaPharm,Warehouse Order
ActaEDW,ActaPlan,Case
ActaEDW,ActaPlan,Cost
ActaEDW,ActaPlan,Department
ActaEDW,ActaPlan,Item Detail
ActaEDW,ActaPlan,Promotion
ActaEDW,ActaPointMain,OTS Cost
ActaEDW,ActaPointMain,Warehoust Dist
ActaEDW,ActaPointStore,Employee
ActaEDW,ActaPointStore,Marketing Plans
ActaEDW,ActaPointStore,Product
ActaEDW,ActaPointStore,Store Catalog
ActaEDW,ActaPointStore,Store Inventory
ActaEDW,ActaPointStore,Web-Log
ActaEDW,ActaProdID,Department
ActaEDW,ActaProdID,OrderDetail
ActaEDW,ActaProdID,Scanner
ActaEDW,ActaProdID,Timesheet
ActaEDW,ActaProdID,Vendor
ActaEDW,ActaPromise,BOL
ActaEDW,ActaPromise,Product Case
ActaEDW,ActaReport,Sales
ActaEDW,ActaSched,Revenue
ActaEDW,ActaSched,Sales Plans
ActaEDW,ActaStore,DeliveryTruck
ActaEDW,ActaStore,Sales Plans
ActaEDW,ActaStore,Warehouse Shipping
ActaEDW,ActaStoreLoc,Department
ActaEDW,ActaStoreLoc,OTS Order
ActaEDW,ActaStoreLoc,Price Change
ActaEDW,ActaStoreLoc,Store Deliveries
ActaEDW,ActaWeb,Department
ActaEDW,ActaWeb,Ingredient
ActaEDW,ActaWeb,Revenue
ActaEDW,ActaWHSE,Consumer Case
ActaEDW,ActaWHSE,DeliveryTruck
ActaEDW,ActaWHSE,Employee
ActaEDW,ActaWHSE,Unit
ActaEDW,ActaWHSE,Whse-Case
ActaFin,ActaAcctDM,Cost
ActaFin,ActaBilling,Basket
ActaFin,ActaBilling,Consumer Case
ActaFin,ActaBilling,Coupon
ActaFin,ActaBilling,OTS Billing
ActaFin,ActaBilling,Timesheet
ActaFin,ActaComp,Consumer Case
ActaFin,ActaComp,Item Detail
ActaFin,ActaComp,Purchase
ActaFin,ActaCoupons,Campaign
ActaFin,ActaCoupons,Product Case
ActaFin,ActaCoupons,Purchase
ActaFin,ActaCoupons,Revenue
ActaFin,ActaCS,Cost
ActaFin,ActaCS,Item Hierarchy
ActaFin,ActaCS,Product
ActaFin,ActaData,Deal
ActaFin,ActaDist,OrderDetail
ActaFin,ActaDist,Sales Plans
ActaFin,ActaDist,Warehouse Shipping
ActaFin,ActaDist,Whse-Case
ActaFin,ActaEDW,Item Master
ActaFin,ActaEDW,Scanner
ActaFin,ActaEDW,Web-Log
ActaFin,ActaFlour,BOL
ActaFin,ActaFlour,Deal
ActaFin,ActaFresh,Ingredient
ActaFin,ActaFresh,Warehouse Order
ActaFin,ActaFuel,Item Master
ActaFin,ActaFuel,OTS
ActaFin,ActaFuel,Web-Log
ActaFin,ActaHR,Cost
ActaFin,ActaHR,Price Data
ActaFin,ActaHR,Store Inventory
ActaFin,ActaKronos,DeliveryTruck
ActaFin,ActaKronos,Warehouse Delivery
ActaFin,ActaLink,Authorization
ActaFin,ActaLink,Location
ActaFin,ActaMfg,Authorization Overide
ActaFin,ActaMfg,Ingredient
ActaFin,ActaMfg,Order
ActaFin,ActaMfg,Price Change
ActaFin,ActaMktng,Authorization Overide
ActaFin,ActaMktng,OTS Cost
ActaFin,ActaMktng,Store Inventory
ActaFin,ActaMktng,Warehouse Delivery
ActaFin,ActaMktng,Whse-Case
ActaFin,ActaMobile,Authorization
ActaFin,ActaMobile,Employee
ActaFin,ActaMobile,OTS Vendor
ActaFin,ActaMobile,Warehouse Shipping
ActaFin,ActaODS,Store Inventory
ActaFin,ActaPay,Coupon
ActaFin,ActaPay,Offer
ActaFin,ActaPay,Site
ActaFin,ActaPharm,Product
ActaFin,ActaPharm,Revenue
ActaFin,ActaPointMain,Basket
ActaFin,ActaPointMain,Consumer
ActaFin,ActaPointMain,Customer
ActaFin,ActaPointMain,Promotion
ActaFin,ActaPointStore,Allocation
ActaFin,ActaPointStore,OTS Cost
ActaFin,ActaPointStore,Price History
ActaFin,ActaPointStore,Vendor
ActaFin,ActaProdID,Department
ActaFin,ActaPromise,Allocation
ActaFin,ActaPromise,Marketing Plans
ActaFin,ActaPromise,OTS Billing
ActaFin,ActaPromise,Scanner
ActaFin,ActaPromise,Warehoust Dist
ActaFin,ActaReport,OTS Cost
ActaFin,ActaReport,OTS Order
ActaFin,ActaReport,Price Data
ActaFin,ActaSched,Campaign
ActaFin,ActaSched,Consumer
ActaFin,ActaSched,Cost
ActaFin,ActaSched,DeliveryTruck
ActaFin,ActaSched,OTS Cost
ActaFin,ActaSched,OTS Order
ActaFin,ActaStore,Item Master
ActaFin,ActaStore,Location
ActaFin,ActaStore,Order
ActaFin,ActaStore,Price Data
ActaFin,ActaStoreLoc,Department
ActaFin,ActaStoreLoc,OTS Billing
ActaFin,ActaStoreLoc,OTS Item
ActaFin,ActaWeb,OTS Item
ActaFin,ActaWeb,Purchase
ActaFin,ActaWeb,Sales
ActaFin,ActaWHSE,Basket
ActaFin,ActaWHSE,Price Change
ActaFin,ActaWHSE,Sales Plans
ActaFin,ActaWHSE,Store Deliveries
ActaFin,EBJ_CRM,Authorization Overide
ActaFin,FRWN-Time,Site
ActaFin,WdyLoyalty,Authorization Overide
ActaFlour,ActaAcctDM,Authorization Overide
ActaFlour,ActaAcctDM,Consumer
ActaFlour,ActaAcctDM,DeliveryTruck
ActaFlour,ActaAcctDM,Store Inventory
ActaFlour,ActaBenefits,Location
ActaFlour,ActaBenefits,Price Data
ActaFlour,ActaBilling,OTS Cost
ActaFlour,ActaBilling,Warehouse Order
ActaFlour,ActaComp,Price Change
ActaFlour,ActaComp,Timesheet
ActaFlour,ActaCoupons,Department
ActaFlour,ActaCoupons,Revenue
ActaFlour,ActaCS,Department
ActaFlour,ActaCS,Item Master
ActaFlour,ActaCS,Unit
ActaFlour,ActaData,Division
ActaFlour,ActaData,Item Detail
ActaFlour,ActaDist,Campaign
ActaFlour,ActaDist,OTS Billing
ActaFlour,ActaDist,OTS Item
ActaFlour,ActaDist,Price Change
ActaFlour,ActaDist,Price History
ActaFlour,ActaDist,Warehoust Dist
ActaFlour,ActaEDW,Warehouse Shipping
ActaFlour,ActaFin,BOL
ActaFlour,ActaFin,Division
ActaFlour,ActaFin,OTS
ActaFlour,ActaFin,Product
ActaFlour,ActaFresh,Item Detail
ActaFlour,ActaFresh,Item Hierarchy
ActaFlour,ActaFresh,OTS
ActaFlour,ActaFuel,Authorization
ActaFlour,ActaFuel,Coupon
ActaFlour,ActaFuel,OrderDetail
ActaFlour,ActaFuel,Product Case
ActaFlour,ActaHR,Case
ActaFlour,ActaHR,Product
ActaFlour,ActaHR,Promotion
ActaFlour,ActaHR,Scanner
ActaFlour,ActaKronos,Authorization Data
ActaFlour,ActaKronos,Store Deliveries
ActaFlour,ActaLink,OTS Vendor
ActaFlour,ActaMfg,Deal
ActaFlour,ActaMfg,Timesheet
ActaFlour,ActaMktng,Consumer Case
ActaFlour,ActaMktng,Ingredient
ActaFlour,ActaMktng,Warehouse Delivery
ActaFlour,ActaMobile,Employee
ActaFlour,ActaMobile,Marketing Plans
ActaFlour,ActaODS,Authorization Data
ActaFlour,ActaODS,Department
ActaFlour,ActaODS,Warehouse Shipping
ActaFlour,ActaPay,BOL
ActaFlour,ActaPharm,Authorization Data
ActaFlour,ActaPharm,Store Catalog
ActaFlour,ActaPlan,Allocation
ActaFlour,ActaPlan,Department
ActaFlour,ActaPlan,Employee
ActaFlour,ActaPlan,Pack
ActaFlour,ActaPlan,Price Data
ActaFlour,ActaPlan,Scanner
ActaFlour,ActaPlan,Store Catalog
ActaFlour,ActaPlan,Web-Log
ActaFlour,ActaPointMain,Division
ActaFlour,ActaPointMain,OTS Item
ActaFlour,ActaPointMain,Price Data
ActaFlour,ActaPointStore,Division
ActaFlour,ActaPointStore,Price Change
ActaFlour,ActaPointStore,Product
ActaFlour,ActaProdID,Coupon
ActaFlour,ActaProdID,Item Detail
ActaFlour,ActaProdID,OTS Cost
ActaFlour,ActaProdID,Sales
ActaFlour,ActaPromise,Campaign
ActaFlour,ActaPromise,Price History
ActaFlour,ActaReport,Contract
ActaFlour,ActaReport,Product
ActaFlour,ActaReport,Site
ActaFlour,ActaReport,Store Inventory
ActaFlour,ActaSched,Authorization Data
ActaFlour,ActaSched,Division
ActaFlour,ActaSched,Item Master
ActaFlour,ActaStore,Item Master
ActaFlour,ActaStoreLoc,Consumer
ActaFlour,ActaStoreLoc,Department
ActaFlour,ActaStoreLoc,Location
ActaFlour,ActaStoreLoc,Sales Plans
ActaFlour,ActaWeb,Price Change
ActaFlour,ActaWHSE,Warehouse Shipping
ActaFresh,ActaAcctDM,Allocation
ActaFresh,ActaAcctDM,Cost
ActaFresh,ActaAcctDM,Product
ActaFresh,ActaAcctDM,Sales
ActaFresh,ActaAcctDM,Timesheet
ActaFresh,ActaBenefits,Consumer Case
ActaFresh,ActaBenefits,Price Data
ActaFresh,ActaBenefits,Price History
ActaFresh,ActaBenefits,Sales Plans
ActaFresh,ActaBilling,Item Hierarchy
ActaFresh,ActaComp,Cost
ActaFresh,ActaComp,Item Master
ActaFresh,ActaComp,Marketing Plans
ActaFresh,ActaComp,Revenue
ActaFresh,ActaCoupons,Campaign
ActaFresh,ActaCoupons,Marketing Plans
ActaFresh,ActaCoupons,Sales
ActaFresh,ActaCS,Consumer
ActaFresh,ActaCS,Ingredient
ActaFresh,ActaCS,OTS Vendor
ActaFresh,ActaCS,Store Deliveries
ActaFresh,ActaData,BOL
ActaFresh,ActaData,OTS Cost
ActaFresh,ActaData,OTS Order
ActaFresh,ActaData,Price History
ActaFresh,ActaData,Warehouse Order
ActaFresh,ActaData,Warehouse Shipping
ActaFresh,ActaDist,Basket
ActaFresh,ActaDist,Campaign
ActaFresh,ActaDist,DeliveryTruck
ActaFresh,ActaDist,OTS Item
ActaFresh,ActaDist,Price Change
ActaFresh,ActaDist,Promotion
ActaFresh,ActaDist,Whse-Case
ActaFresh,ActaEDW,Coupon
ActaFresh,ActaEDW,Department
ActaFresh,ActaFin,Authorization Data
ActaFresh,ActaFin,Customer
ActaFresh,ActaFin,Timesheet
ActaFresh,ActaFlour,Timesheet
ActaFresh,ActaFuel,Department
ActaFresh,ActaFuel,Employee
ActaFresh,ActaFuel,OTS
ActaFresh,ActaFuel,Sales Plans
ActaFresh,ActaFuel,Warehoust Dist
ActaFresh,ActaHR,Authorization Data
ActaFresh,ActaHR,Campaign
ActaFresh,ActaHR,Cost
ActaFresh,ActaHR,Marketing Plans
ActaFresh,ActaHR,Unit
ActaFresh,ActaKronos,Case
ActaFresh,ActaKronos,Location
ActaFresh,ActaKronos,Price Change
ActaFresh,ActaKronos,Timesheet
ActaFresh,ActaLink,OTS Cost
ActaFresh,ActaMfg,Allocation
ActaFresh,ActaMfg,Location
ActaFresh,ActaMfg,Product
ActaFresh,ActaMfg,Scanner
ActaFresh,ActaMktng,Product Case
ActaFresh,ActaMktng,Sales
ActaFresh,ActaMktng,Warehouse Delivery
ActaFresh,ActaMobile,BOL
ActaFresh,ActaMobile,OTS Billing
ActaFresh,ActaMobile,Pack
ActaFresh,ActaODS,Basket
ActaFresh,ActaODS,Deal
ActaFresh,ActaPay,Authorization
ActaFresh,ActaPay,Customer
ActaFresh,ActaPay,Product Case
ActaFresh,ActaPharm,BOL
ActaFresh,ActaPlan,Store Deliveries
ActaFresh,ActaPlan,Store Inventory
ActaFresh,ActaPointMain,OrderDetail
ActaFresh,ActaPointStore,Department
ActaFresh,ActaPointStore,Offer
ActaFresh,ActaPointStore,Purchase
ActaFresh,ActaPointStore,Unit
ActaFresh,ActaProdID,Authorization Overide
ActaFresh,ActaProdID,Campaign
ActaFresh,ActaPromise,Contract
ActaFresh,ActaPromise,Store Deliveries
ActaFresh,ActaPromise,Timesheet
ActaFresh,ActaSched,Campaign
ActaFresh,ActaSched,Employee
ActaFresh,ActaStore,Allocation
ActaFresh,ActaStore,Consumer
ActaFresh,ActaStore,Promotion
ActaFresh,ActaStore,Store Catalog
ActaFresh,ActaStoreLoc,Product
ActaFresh,ActaWeb,Contract
ActaFresh,ActaWHSE,BOL
ActaFresh,ActaWHSE,OTS Vendor
ActaFresh,ActaWHSE,Price Change
ActaFuel,ActaAcctDM,Department
ActaFuel,ActaAcctDM,Item Master
ActaFuel,ActaAcctDM,Location
ActaFuel,ActaAcctDM,Warehouse Order
ActaFuel,ActaBenefits,Authorization
ActaFuel,ActaBenefits,Basket
ActaFuel,ActaBenefits,Consumer
ActaFuel,ActaBenefits,DeliveryTruck
ActaFuel,ActaBenefits,Warehoust Dist
ActaFuel,ActaBilling,Authorization
ActaFuel,ActaBilling,BOL
ActaFuel,ActaBilling,Sales
ActaFuel,ActaBilling,Warehoust Dist
ActaFuel,ActaComp,Cost
ActaFuel,ActaComp,Warehouse Order
ActaFuel,ActaCoupons,Consumer
ActaFuel,ActaCoupons,DeliveryTruck
ActaFuel,ActaCoupons,Site
ActaFuel,ActaCS,Basket
ActaFuel,ActaCS,Consumer
ActaFuel,ActaData,OTS Vendor
ActaFuel,ActaDist,Cost
ActaFuel,ActaDist,Department
ActaFuel,ActaEDW,Case
ActaFuel,ActaEDW,Consumer Case
ActaFuel,ActaEDW,OrderDetail
ActaFuel,ActaEDW,Price Change
ActaFuel,ActaEDW,Revenue
ActaFuel,ActaEDW,Whse-Case
ActaFuel,ActaFin,Authorization Data
ActaFuel,ActaFin,Case
ActaFuel,ActaFin,Marketing Plans
ActaFuel,ActaFin,OrderDetail
ActaFuel,ActaFlour,BOL
ActaFuel,ActaFlour,Consumer
ActaFuel,ActaKronos,DeliveryTruck
ActaFuel,ActaKronos,Price Data
ActaFuel,ActaKronos,Timesheet
ActaFuel,ActaLink,BOL
ActaFuel,ActaLink,Contract
ActaFuel,ActaLink,OTS Billing
ActaFuel,ActaLink,Sales Plans
ActaFuel,ActaLink,Scanner
ActaFuel,ActaLink,Site
ActaFuel,ActaMfg,Authorization Data
ActaFuel,ActaMfg,Department
ActaFuel,ActaMfg,Item Master
ActaFuel,ActaMfg,OTS Vendor
ActaFuel,ActaMfg,Sales Plans
ActaFuel,ActaMfg,Warehouse Delivery
ActaFuel,ActaMfg,Whse-Case
ActaFuel,ActaMktng,Division
ActaFuel,ActaMktng,Sales
ActaFuel,ActaMobile,Deal
ActaFuel,ActaMobile,Employee
ActaFuel,ActaMobile,OTS Billing
ActaFuel,ActaMobile,Vendor
ActaFuel,ActaODS,Marketing Plans
ActaFuel,ActaODS,Sales Plans
ActaFuel,ActaODS,Warehouse Delivery
ActaFuel,ActaPay,Order
ActaFuel,ActaPharm,Allocation
ActaFuel,ActaPharm,Warehouse Delivery
ActaFuel,ActaPharm,Whse-Case
ActaFuel,ActaPlan,Allocation
ActaFuel,ActaPlan,OTS Vendor
ActaFuel,ActaPlan,Web-Log
ActaFuel,ActaPointMain,BOL
ActaFuel,ActaPointMain,OrderDetail
ActaFuel,ActaPointMain,OTS Billing
ActaFuel,ActaPointMain,OTS Order
ActaFuel,ActaPointMain,Revenue
ActaFuel,ActaPointMain,Warehouse Shipping
ActaFuel,ActaPointStore,DeliveryTruck
ActaFuel,ActaPointStore,Purchase
ActaFuel,ActaProdID,Price Change
ActaFuel,ActaProdID,Product Case
ActaFuel,ActaProdID,Unit
ActaFuel,ActaProdID,Warehouse Delivery
ActaFuel,ActaPromise,Campaign
ActaFuel,ActaPromise,Price History
ActaFuel,ActaPromise,Whse-Case
ActaFuel,ActaReport,Cost
ActaFuel,ActaReport,Pack
ActaFuel,ActaReport,Promotion
ActaFuel,ActaSched,Revenue
ActaFuel,ActaStore,Allocation
ActaFuel,ActaStore,Coupon
ActaFuel,ActaStore,Item Detail
ActaFuel,ActaStore,Product
ActaFuel,ActaStore,Promotion
ActaFuel,ActaStore,Web-Log
ActaFuel,ActaWeb,Marketing Plans
ActaFuel,ActaWHSE,Deal
ActaFuel,ActaWHSE,Price History
ActaFuel,ActaWHSE,Product Case
ActaHR,ActaAcctDM,OTS Billing
ActaHR,ActaAcctDM,Pack
ActaHR,ActaAcctDM,Site
ActaHR,ActaAcctDM,Unit
ActaHR,ActaBenefits,Consumer
ActaHR,ActaBenefits,Item Hierarchy
ActaHR,ActaBenefits,OTS Order
ActaHR,ActaBilling,Price Data
ActaHR,ActaBilling,Revenue
ActaHR,ActaComp,Authorization
ActaHR,ActaComp,Consumer Case
ActaHR,ActaComp,DeliveryTruck
ActaHR,ActaCoupons,Authorization
ActaHR,ActaCoupons,Campaign
ActaHR,ActaCoupons,Case
ActaHR,ActaCoupons,Employee
ActaHR,ActaCoupons,OTS Cost
ActaHR,ActaCoupons,Warehouse Delivery
ActaHR,ActaCS,Allocation
ActaHR,ActaData,Contract
ActaHR,ActaData,Item Master
ActaHR,ActaDist,Authorization Data
ActaHR,ActaDist,DeliveryTruck
ActaHR,ActaDist,Ingredient
ActaHR,ActaDist,Item Master
ActaHR,ActaDist,OTS Billing
ActaHR,ActaDist,Sales Plans
ActaHR,ActaDist,Vendor
ActaHR,ActaEDW,Authorization Overide
ActaHR,ActaEDW,OTS Billing
ActaHR,ActaEDW,Warehouse Shipping
ActaHR,ActaFlour,Basket
ActaHR,ActaFlour,Site
ActaHR,ActaFresh,Offer
ActaHR,ActaFresh,OTS Item
ActaHR,ActaFresh,Purchase
ActaHR,ActaFuel,Contract
ActaHR,ActaFuel,Ingredient
ActaHR,ActaFuel,Marketing Plans
ActaHR,ActaKronos,Ingredient
ActaHR,ActaKronos,Item Hierarchy
ActaHR,ActaLink,Authorization Overide
ActaHR,ActaLink,Campaign
ActaHR,ActaLink,Location
ActaHR,ActaLink,Promotion
ActaHR,ActaLink,Sales
ActaHR,ActaMfg,Item Hierarchy
ActaHR,ActaMfg,Marketing Plans
ActaHR,ActaMktng,Order
ActaHR,ActaMktng,Price Change
ActaHR,ActaMktng,Purchase
ActaHR,ActaMktng,Scanner
ActaHR,ActaMobile,OTS Order
ActaHR,ActaMobile,Whse-Case
ActaHR,ActaODS,Campaign
ActaHR,ActaODS,Department
ActaHR,ActaPay,Campaign
ActaHR,ActaPay,Marketing Plans
ActaHR,ActaPay,Order
ActaHR,ActaPay,OrderDetail
ActaHR,ActaPay,OTS Vendor
ActaHR,ActaPay,Web-Log
ActaHR,ActaPharm,Case
ActaHR,ActaPharm,Contract
ActaHR,ActaPharm,OTS Billing
ActaHR,ActaPlan,Contract
ActaHR,ActaPlan,Price Data
ActaHR,ActaPlan,Revenue
ActaHR,ActaPointMain,Item Master
ActaHR,ActaPointMain,OTS Item
ActaHR,ActaPointStore,Authorization Data
ActaHR,ActaPointStore,Coupon
ActaHR,ActaPointStore,Offer
ActaHR,ActaPointStore,OTS
ActaHR,ActaPointStore,Revenue
ActaHR,ActaPointStore,Sales
ActaHR,ActaProdID,Contract
ActaHR,ActaProdID,Deal
ActaHR,ActaProdID,Promotion
ActaHR,ActaProdID,Store Catalog
ActaHR,ActaPromise,Item
ActaHR,ActaPromise,Order
ActaHR,ActaPromise,Sales
ActaHR,ActaReport,Authorization Overide
ActaHR,ActaReport,Consumer Case
ActaHR,ActaReport,Revenue
ActaHR,ActaReport,Sales Plans
ActaHR,ActaSched,Customer
ActaHR,ActaSched,Promotion
ActaHR,ActaSched,Unit
ActaHR,ActaStore,Cost
ActaHR,ActaStore,Item Master
ActaHR,ActaStoreLoc,Authorization Overide
ActaHR,ActaStoreLoc,Case
ActaHR,ActaStoreLoc,Department
ActaHR,ActaStoreLoc,Item Detail
ActaHR,ActaStoreLoc,OTS Billing
ActaHR,ActaWeb,Division
ActaHR,ActaWeb,Purchase
ActaHR,ActaWHSE,Item Master
ActaHR,ActaWHSE,Store Deliveries
ActaHR,ActaWHSE,Warehouse Shipping
ActaHR,EBJ_Security,Representative
ActaKronos,ActaAcctDM,Consumer Case
ActaKronos,ActaAcctDM,Division
ActaKronos,ActaAcctDM,Item Master
ActaKronos,ActaAcctDM,Location
ActaKronos,ActaAcctDM,OrderDetail
ActaKronos,ActaBenefits,OTS Billing
ActaKronos,ActaBilling,Warehouse Delivery
ActaKronos,ActaComp,Authorization Data
ActaKronos,ActaComp,Marketing Plans
ActaKronos,ActaCoupons,Coupon
ActaKronos,ActaCS,Department
ActaKronos,ActaCS,Product
ActaKronos,ActaData,Consumer
ActaKronos,ActaData,Product
ActaKronos,ActaData,Warehouse Shipping
ActaKronos,ActaData,Web-Log
ActaKronos,ActaDist,OTS
ActaKronos,ActaEDW,Offer
ActaKronos,ActaEDW,Site
ActaKronos,ActaFin,Allocation
ActaKronos,ActaFin,Consumer
ActaKronos,ActaFin,Offer
ActaKronos,ActaFin,OTS
ActaKronos,ActaFin,Web-Log
ActaKronos,ActaFlour,OTS Vendor
ActaKronos,ActaFresh,Site
ActaKronos,ActaFuel,Coupon
ActaKronos,ActaFuel,Marketing Plans
ActaKronos,ActaFuel,OTS
ActaKronos,ActaFuel,OTS Item
ActaKronos,ActaHR,Item Hierarchy
ActaKronos,ActaLink,Ingredient
ActaKronos,ActaLink,Price History
ActaKronos,ActaMktng,DeliveryTruck
ActaKronos,ActaMktng,Division
ActaKronos,ActaMktng,Site
ActaKronos,ActaMobile,Consumer Case
ActaKronos,ActaMobile,Price Change
ActaKronos,ActaMobile,Timesheet
ActaKronos,ActaODS,Case
ActaKronos,ActaODS,DeliveryTruck
ActaKronos,ActaODS,Site
ActaKronos,ActaODS,Whse-Case
ActaKronos,ActaPay,Basket
ActaKronos,ActaPay,Case
ActaKronos,ActaPay,OTS Item
ActaKronos,ActaPharm,Location
ActaKronos,ActaPharm,OTS Cost
ActaKronos,ActaPharm,OTS Vendor
